prices,market_caps,total_volumes
"[1567987200000, 181.4839320522675]","[1567987200000, 19532846873.76019]","[1567987200000, 7427353150.500337]"
"[1568073600000, 181.01465623196765]","[1568073600000, 19501252636.159073]","[1568073600000, 8230569258.881535]"
"[1568160000000, 180.1493915298145]","[1568160000000, 19398770840.28421]","[1568160000000, 6808322892.822258]"
"[1568246400000, 178.08294980618456]","[1568246400000, 19174005533.27935]","[1568246400000, 7572468713.673471]"
"[1568332800000, 181.010836085851]","[1568332800000, 19496200878.17006]","[1568332800000, 6514468640.712693]"
"[1568419200000, 181.2119450035023]","[1568419200000, 19522068957.29138]","[1568419200000, 6577694623.403602]"
"[1568505600000, 188.30568158376607]","[1568505600000, 20297648872.897217]","[1568505600000, 7236471987.494058]"
"[1568592000000, 189.25504633546134]","[1568592000000, 20389680178.128475]","[1568592000000, 6872781110.7933855]"
"[1568678400000, 197.60691638393752]","[1568678400000, 21223483200.061485]","[1568678400000, 8404868032.960358]"
"[1568764800000, 209.21116304181604]","[1568764800000, 22573128316.388668]","[1568764800000, 10534577182.03602]"
"[1568851200000, 210.24907372866744]","[1568851200000, 22689784462.139828]","[1568851200000, 10026926701.837385]"
"[1568937600000, 221.74292599489385]","[1568937600000, 23838258551.56916]","[1568937600000, 11660216013.817453]"
"[1569024000000, 217.95344382394939]","[1569024000000, 23468933218.644382]","[1569024000000, 8563835819.843909]"
"[1569110400000, 215.34523960456264]","[1569110400000, 23241002834.289497]","[1569110400000, 8291876955.773469]"
"[1569196800000, 211.61753840452246]","[1569196800000, 22812625864.180454]","[1569196800000, 8770978542.694231]"
"[1569283200000, 201.00337752581868]","[1569283200000, 21659224040.642677]","[1569283200000, 8336808955.502666]"
"[1569369600000, 168.67357964603033]","[1569369600000, 18418924820.330776]","[1569369600000, 11738404290.834139]"
"[1569456000000, 170.28886769224317]","[1569456000000, 18387961477.667904]","[1569456000000, 10971536373.46625]"
"[1569542400000, 166.21680322909975]","[1569542400000, 18012013650.053577]","[1569542400000, 8887474208.578917]"
"[1569628800000, 173.90494900595044]","[1569628800000, 18764435751.517056]","[1569628800000, 7741411781.909645]"
"[1569715200000, 174.07970541243265]","[1569715200000, 18778305331.488625]","[1569715200000, 8420640752.534281]"
"[1569801600000, 169.6894747522977]","[1569801600000, 18340364798.35873]","[1569801600000, 6622811335.857158]"
"[1569888000000, 179.75716197925505]","[1569888000000, 19371744530.934284]","[1569888000000, 8531793896.531498]"
"[1569974400000, 180.63244082835516]","[1569974400000, 19506079956.197968]","[1569974400000, 7030264696.061253]"
"[1570060800000, 180.57893058773016]","[1570060800000, 19515449012.870743]","[1570060800000, 7011073715.725833]"
"[1570147200000, 176.85852555342686]","[1570147200000, 19083597997.072533]","[1570147200000, 6571609557.977975]"
"[1570233600000, 175.86315365350248]","[1570233600000, 19013321261.257965]","[1570233600000, 6788268823.555099]"
"[1570320000000, 176.2772565733896]","[1570320000000, 19009613625.563313]","[1570320000000, 6878002599.189638]"
"[1570406400000, 170.44710628243018]","[1570406400000, 18414715905.660275]","[1570406400000, 6183872973.064911]"
"[1570492800000, 180.14424760253544]","[1570492800000, 19492030354.883118]","[1570492800000, 8651483187.380627]"
"[1570579200000, 180.78979326727546]","[1570579200000, 19537703569.993225]","[1570579200000, 7965287586.524669]"
"[1570665600000, 193.33993781390976]","[1570665600000, 20896473661.552616]","[1570665600000, 9901588880.945726]"
"[1570752000000, 191.04108656991255]","[1570752000000, 20655168596.9981]","[1570752000000, 8489850464.079381]"
"[1570838400000, 180.55244905183102]","[1570838400000, 19490975562.25558]","[1570838400000, 9464732026.7697]"
"[1570924800000, 179.94653567610214]","[1570924800000, 19456204702.653095]","[1570924800000, 7092415247.875073]"
"[1571011200000, 181.2872472944888]","[1571011200000, 19636637034.909355]","[1571011200000, 7218077682.306935]"
"[1571097600000, 186.61606753146776]","[1571097600000, 20182332549.589005]","[1571097600000, 6948746949.167441]"
"[1571184000000, 180.74563079187547]","[1571184000000, 19551821811.16607]","[1571184000000, 7255387196.496509]"
"[1571270400000, 175.05406935469742]","[1571270400000, 18931847830.822693]","[1571270400000, 7574783773.934067]"
"[1571356800000, 177.4769186344818]","[1571356800000, 19185722528.28324]","[1571356800000, 6589528029.318176]"
"[1571443200000, 172.88626058117322]","[1571443200000, 18701016660.84209]","[1571443200000, 8019508916.141182]"
"[1571529600000, 171.85241043187662]","[1571529600000, 18584020382.348053]","[1571529600000, 6653033262.426412]"
"[1571616000000, 175.21210857661558]","[1571616000000, 18941808902.195774]","[1571616000000, 7186266521.867684]"
"[1571702400000, 174.35449608806442]","[1571702400000, 18867384241.158245]","[1571702400000, 6738537534.893596]"
"[1571788800000, 171.4265472158501]","[1571788800000, 18558740241.107227]","[1571788800000, 6863039381.640138]"
"[1571875200000, 161.5840435929357]","[1571875200000, 17459645841.196804]","[1571875200000, 8423014823.046386]"
"[1571961600000, 160.67839136074096]","[1571961600000, 17399743469.054173]","[1571961600000, 7385746457.861195]"
"[1572048000000, 181.45319156222183]","[1572048000000, 19637705780.19648]","[1572048000000, 11568719162.372278]"
"[1572134400000, 179.53527008259897]","[1572134400000, 19404848951.545723]","[1572134400000, 13413299279.150604]"
"[1572220800000, 183.58089983827585]","[1572220800000, 19901421621.580063]","[1572220800000, 11927463512.844177]"
"[1572307200000, 181.86179987269554]","[1572307200000, 19665873705.505238]","[1572307200000, 10802432065.022448]"
"[1572393600000, 190.50596091786502]","[1572393600000, 20630859876.73889]","[1572393600000, 10858105798.943794]"
"[1572480000000, 183.13375148673262]","[1572480000000, 19844553056.696297]","[1572480000000, 10475563029.033878]"
"[1572566400000, 182.75570124695298]","[1572566400000, 19802989402.16403]","[1572566400000, 10677408737.976376]"
"[1572652800000, 183.064191451962]","[1572652800000, 19841838289.17925]","[1572652800000, 8966993687.026836]"
"[1572739200000, 183.21568174708486]","[1572739200000, 19859708138.2688]","[1572739200000, 17556115439.989822]"
"[1572825600000, 181.8244399622803]","[1572825600000, 19716789940.491096]","[1572825600000, 15978664590.342894]"
"[1572912000000, 185.76433086001398]","[1572912000000, 20141787853.298763]","[1572912000000, 10711288571.709585]"
"[1572998400000, 189.16575518025138]","[1572998400000, 20492280668.62314]","[1572998400000, 10976995833.162132]"
"[1573084800000, 191.3004004540056]","[1573084800000, 20737428494.66662]","[1573084800000, 10229062756.046371]"
"[1573171200000, 186.81653195658674]","[1573171200000, 20266199492.292927]","[1573171200000, 8952840250.325546]"
"[1573257600000, 183.6736227613274]","[1573257600000, 19922829399.444794]","[1573257600000, 9317711239.968254]"
"[1573344000000, 184.95814543107952]","[1573344000000, 20084569101.090305]","[1573344000000, 7371484625.797002]"
"[1573430400000, 189.04498222352015]","[1573430400000, 20498434183.96548]","[1573430400000, 9145731474.140394]"
"[1573516800000, 184.839873654298]","[1573516800000, 20053149255.624203]","[1573516800000, 8436450179.250551]"
"[1573603200000, 186.8659398462863]","[1573603200000, 20253767836.417084]","[1573603200000, 7224692515.135974]"
"[1573689600000, 187.84288849379362]","[1573689600000, 20432066850.22492]","[1573689600000, 7174004374.33889]"
"[1573776000000, 184.78830689468228]","[1573776000000, 20069162255.474976]","[1573776000000, 8007041886.640145]"
"[1573862400000, 180.16871140792335]","[1573862400000, 19545090767.174282]","[1573862400000, 9104427564.529264]"
"[1573948800000, 182.63065416042576]","[1573948800000, 19844844655.043144]","[1573948800000, 7196313424.600481]"
"[1574035200000, 183.9879638750186]","[1574035200000, 19958777557.908268]","[1574035200000, 6738152838.897733]"
"[1574121600000, 178.3855993731378]","[1574121600000, 19368856364.95644]","[1574121600000, 8026165759.571411]"
"[1574208000000, 175.8204845763924]","[1574208000000, 19065767350.091602]","[1574208000000, 7790094393.890497]"
"[1574294400000, 174.80445727797053]","[1574294400000, 18988847253.54836]","[1574294400000, 6713792276.519455]"
"[1574380800000, 161.15147727923085]","[1574380800000, 17491549308.65305]","[1574380800000, 8718872247.235916]"
"[1574467200000, 149.92569206419535]","[1574467200000, 16287556192.270582]","[1574467200000, 12883154422.38589]"
"[1574553600000, 151.96608493452732]","[1574553600000, 16542855738.706274]","[1574553600000, 7399048990.785586]"
"[1574640000000, 140.24681084120735]","[1574640000000, 15475834863.359888]","[1574640000000, 7849310718.476399]"
"[1574726400000, 146.34618694453036]","[1574726400000, 15886464708.930641]","[1574726400000, 9382188064.705387]"
"[1574812800000, 147.57506848968612]","[1574812800000, 16079208209.774965]","[1574812800000, 7520914600.00864]"
"[1574899200000, 152.615068348219]","[1574899200000, 16624532572.655481]","[1574899200000, 8634745624.644365]"
"[1574985600000, 150.91034572010813]","[1574985600000, 16410189698.68012]","[1574985600000, 6528542635.067198]"
"[1575072000000, 154.25530586508248]","[1575072000000, 16758887510.141882]","[1575072000000, 7145810322.087986]"
"[1575158400000, 151.73585404476006]","[1575158400000, 16526371128.750948]","[1575158400000, 5436245310.980454]"
"[1575244800000, 151.02315688624967]","[1575244800000, 16406763648.56546]","[1575244800000, 6544172474.357911]"
"[1575331200000, 148.86726798663648]","[1575331200000, 16190436587.112755]","[1575331200000, 5011809194.132204]"
"[1575417600000, 147.12795176955626]","[1575417600000, 16020038545.991947]","[1575417600000, 5245524511.511721]"
"[1575504000000, 145.40170953026762]","[1575504000000, 15854160155.08143]","[1575504000000, 7074240395.510329]"
"[1575590400000, 147.79749210977155]","[1575590400000, 16080828336.473515]","[1575590400000, 6421963684.296958]"
"[1575676800000, 148.60569815279229]","[1575676800000, 16139573040.723936]","[1575676800000, 5806189343.207808]"
"[1575763200000, 147.1457864691915]","[1575763200000, 16002334420.498518]","[1575763200000, 4749924969.069943]"
"[1575849600000, 150.2924488050236]","[1575849600000, 16377855974.169815]","[1575849600000, 6027777721.176993]"
"[1575936000000, 147.42926132729735]","[1575936000000, 16043706474.69232]","[1575936000000, 5789441263.561269]"
"[1576022400000, 145.56867918491014]","[1576022400000, 15849875150.02611]","[1576022400000, 6047605226.725084]"
"[1576108800000, 143.12297867633916]","[1576108800000, 15578842749.139772]","[1576108800000, 5883082276.821148]"
"[1576195200000, 145.02592545573296]","[1576195200000, 15788957248.11528]","[1576195200000, 6766489316.62679]"
"[1576281600000, 144.6187808332106]","[1576281600000, 15750794124.489826]","[1576281600000, 5946736085.342134]"
"[1576368000000, 141.84486515951662]","[1576368000000, 15443355857.400137]","[1576368000000, 6322939248.375952]"
"[1576454400000, 142.21086918955265]","[1576454400000, 15508762801.226492]","[1576454400000, 6837194965.911324]"
"[1576540800000, 132.72274321129302]","[1576540800000, 14450939875.930876]","[1576540800000, 8956132139.815428]"
"[1576627200000, 121.770107290006]","[1576627200000, 13287532088.063696]","[1576627200000, 9871891691.072153]"
"[1576713600000, 132.74136111736684]","[1576713600000, 14431239759.79371]","[1576713600000, 11532439096.28435]"
"[1576800000000, 128.0791538700726]","[1576800000000, 13910360785.04459]","[1576800000000, 7865020994.018279]"
"[1576886400000, 128.2701941791178]","[1576886400000, 13960011409.004557]","[1576886400000, 5979828257.7039175]"
"[1576972800000, 126.93287325611249]","[1576972800000, 13835225941.813122]","[1576972800000, 4862554350.74467]"
"[1577059200000, 132.17746965077103]","[1577059200000, 14364983064.322144]","[1577059200000, 7466406124.29696]"
"[1577145600000, 128.16997170630987]","[1577145600000, 13932981482.574308]","[1577145600000, 8703094374.30469]"
"[1577232000000, 127.72559890360142]","[1577232000000, 13937886620.894697]","[1577232000000, 7694981359.909612]"
"[1577318400000, 125.01870585042732]","[1577318400000, 13638505587.030851]","[1577318400000, 6446543347.919613]"
"[1577404800000, 125.61458431453704]","[1577404800000, 13697038140.554945]","[1577404800000, 7594710628.052688]"
"[1577491200000, 126.32718018933488]","[1577491200000, 13773176348.366127]","[1577491200000, 7290590722.529487]"
"[1577577600000, 128.0669874384903]","[1577577600000, 13985982758.17354]","[1577577600000, 6709535782.463888]"
"[1577664000000, 134.3236471998861]","[1577664000000, 14666626034.39065]","[1577664000000, 6514129764.108342]"
"[1577750400000, 131.4621363838881]","[1577750400000, 14330460495.39055]","[1577750400000, 8424570388.279623]"
"[1577836800000, 129.18638529253852]","[1577836800000, 14097451631.783957]","[1577836800000, 7103187150.687103]"
"[1577923200000, 130.4846850311141]","[1577923200000, 14230588104.281237]","[1577923200000, 6623732040.964472]"
"[1578009600000, 127.04525801179804]","[1578009600000, 13859793329.814827]","[1578009600000, 6497297884.22486]"
"[1578096000000, 133.70264861844188]","[1578096000000, 14613194775.854177]","[1578096000000, 9655245099.720835]"
"[1578182400000, 134.1368826978575]","[1578182400000, 14636213160.069315]","[1578182400000, 6958393690.018681]"
"[1578268800000, 135.00571364233375]","[1578268800000, 14738834254.266087]","[1578268800000, 7260645128.406949]"
"[1578355200000, 143.80639795566535]","[1578355200000, 15692578635.119993]","[1578355200000, 9514201882.396584]"
"[1578441600000, 143.019432264986]","[1578441600000, 15656491188.064734]","[1578441600000, 9440938787.519835]"
"[1578528000000, 140.27393527388705]","[1578528000000, 15364547561.67077]","[1578528000000, 10095847759.294762]"
"[1578614400000, 137.86055928182662]","[1578614400000, 14998595868.023438]","[1578614400000, 7280640218.292043]"
"[1578700800000, 144.6047743464792]","[1578700800000, 15647071448.436348]","[1578700800000, 10273370788.312328]"
"[1578787200000, 142.18233327497873]","[1578787200000, 15564837467.520994]","[1578787200000, 9737605323.282524]"
"[1578873600000, 145.42287633530452]","[1578873600000, 15859031094.44091]","[1578873600000, 8488793477.5950365]"
"[1578960000000, 143.58796905036286]","[1578960000000, 15715287657.358463]","[1578960000000, 8019794567.486078]"
"[1579046400000, 165.99143854583525]","[1579046400000, 18075462340.568443]","[1579046400000, 18970204899.197784]"
"[1579132800000, 166.2530969048888]","[1579132800000, 18104742352.015366]","[1579132800000, 17862385531.73745]"
"[1579219200000, 163.80590111423027]","[1579219200000, 17869543294.566414]","[1579219200000, 14605493158.53319]"
"[1579305600000, 171.15621787671842]","[1579305600000, 18727969032.79025]","[1579305600000, 15915322019.78247]"
"[1579392000000, 174.23837318258896]","[1579392000000, 19138755594.52358]","[1579392000000, 15808136411.02366]"
"[1579478400000, 166.6271059505621]","[1579478400000, 18220366702.244606]","[1579478400000, 14003433869.000366]"
"[1579564800000, 166.93852805776982]","[1579564800000, 18243871990.6739]","[1579564800000, 10983216126.222286]"
"[1579651200000, 169.27993585839258]","[1579651200000, 18460475135.804626]","[1579651200000, 8267420452.9121065]"
"[1579737600000, 167.8265296405669]","[1579737600000, 18358377435.95901]","[1579737600000, 8809189828.884594]"
"[1579824000000, 162.51937110634034]","[1579824000000, 17722969842.693172]","[1579824000000, 9017537604.34573]"
"[1579910400000, 162.40947975163584]","[1579910400000, 17777723072.283943]","[1579910400000, 11043498594.604164]"
"[1579996800000, 160.6736108617405]","[1579996800000, 17587666193.195988]","[1579996800000, 8673816085.484137]"
"[1580083200000, 167.6474095857562]","[1580083200000, 18279197138.315884]","[1580083200000, 10518901915.39258]"
"[1580169600000, 169.7364357354222]","[1580169600000, 18576520021.386745]","[1580169600000, 12435457692.695446]"
"[1580256000000, 175.19000305345378]","[1580256000000, 19212409346.36024]","[1580256000000, 14300512538.139254]"
"[1580342400000, 173.70688823620796]","[1580342400000, 19140249467.28951]","[1580342400000, 15565369994.796808]"
"[1580428800000, 184.72621843141044]","[1580428800000, 20090242968.224346]","[1580428800000, 18170945326.39071]"
"[1580515200000, 179.22910385240368]","[1580515200000, 19751392940.997242]","[1580515200000, 18506953476.934044]"
"[1580601600000, 183.33693755210257]","[1580601600000, 20079997942.89275]","[1580601600000, 19083817630.29935]"
"[1580688000000, 188.55064179431113]","[1580688000000, 20619310835.276108]","[1580688000000, 21543158277.49522]"
"[1580774400000, 189.86176346298166]","[1580774400000, 20791014743.301926]","[1580774400000, 23519056716.26084]"
"[1580860800000, 188.84220736948276]","[1580860800000, 20665245888.10715]","[1580860800000, 21734656893.64477]"
"[1580947200000, 203.8593183747095]","[1580947200000, 22414850796.683693]","[1580947200000, 27708721578.171207]"
"[1581033600000, 212.73341421352782]","[1581033600000, 23314707733.86607]","[1581033600000, 30730370695.67516]"
"[1581120000000, 223.27631974791998]","[1581120000000, 24407934017.312393]","[1581120000000, 34073387340.7219]"
"[1581206400000, 223.30077697426225]","[1581206400000, 24478412143.01876]","[1581206400000, 35852075948.97941]"
"[1581292800000, 228.29226083217347]","[1581292800000, 25011126326.73704]","[1581292800000, 37065973224.819984]"
"[1581379200000, 224.14699652028605]","[1581379200000, 24577280465.17777]","[1581379200000, 40180881296.506096]"
"[1581465600000, 236.78534852972567]","[1581465600000, 25966283262.662064]","[1581465600000, 17260236147.946793]"
"[1581552000000, 264.03276824299627]","[1581552000000, 29001954205.996136]","[1581552000000, 25083848405.774593]"
"[1581638400000, 267.6704445042514]","[1581638400000, 29312880235.867893]","[1581638400000, 31919298278.23887]"
"[1581724800000, 284.2318914741183]","[1581724800000, 31059453816.69378]","[1581724800000, 32486783383.59592]"
"[1581811200000, 263.8999463915962]","[1581811200000, 28909877146.05339]","[1581811200000, 31021139510.840595]"
"[1581897600000, 262.1562443168135]","[1581897600000, 28746450516.039288]","[1581897600000, 26307305450.095947]"
"[1581984000000, 267.9356656159883]","[1581984000000, 29075052114.63163]","[1581984000000, 28621805406.267815]"
"[1582070400000, 281.9457403055278]","[1582070400000, 31034929114.66128]","[1582070400000, 33038477053.26572]"
"[1582156800000, 259.1838037480287]","[1582156800000, 28662558273.135616]","[1582156800000, 24634102799.07547]"
"[1582243200000, 257.9883953048601]","[1582243200000, 28258309183.25315]","[1582243200000, 34355959852.746918]"
"[1582329600000, 265.1644591338591]","[1582329600000, 29114570356.366127]","[1582329600000, 18672669187.760765]"
"[1582416000000, 260.99654013152536]","[1582416000000, 28657670954.134422]","[1582416000000, 14860160863.37393]"
"[1582502400000, 274.6312157785517]","[1582502400000, 30135977087.940575]","[1582502400000, 15734092874.96997]"
"[1582588800000, 265.2421912203732]","[1582588800000, 28974292556.854683]","[1582588800000, 21019871769.54907]"
"[1582675200000, 248.31738139395102]","[1582675200000, 27274600634.783813]","[1582675200000, 15216321566.877127]"
"[1582761600000, 224.81050829744677]","[1582761600000, 24823014146.598347]","[1582761600000, 20470479538.054836]"
"[1582848000000, 225.42971511683754]","[1582848000000, 24879553838.25944]","[1582848000000, 23994578699.806026]"
"[1582934400000, 227.70528448376498]","[1582934400000, 25137364865.97101]","[1582934400000, 19715536659.914295]"
"[1583020800000, 218.34835692985286]","[1583020800000, 24105658618.96741]","[1583020800000, 13967572974.821035]"
"[1583107200000, 218.93979697447656]","[1583107200000, 24049874527.90718]","[1583107200000, 16557363028.554333]"
"[1583193600000, 231.67944604592213]","[1583193600000, 25392608994.495888]","[1583193600000, 18301098060.91034]"
"[1583280000000, 223.96011601810258]","[1583280000000, 24709361638.74632]","[1583280000000, 19133763158.937866]"
"[1583366400000, 224.13487737180202]","[1583366400000, 24635535324.34428]","[1583366400000, 14844945103.395332]"
"[1583452800000, 228.0809351016884]","[1583452800000, 25072941968.371387]","[1583452800000, 16056678004.768778]"
"[1583539200000, 244.23846951978683]","[1583539200000, 26861442576.626507]","[1583539200000, 16938887970.316448]"
"[1583625600000, 237.38079020191347]","[1583625600000, 26199142579.509506]","[1583625600000, 15033855133.023136]"
"[1583712000000, 198.81964228768578]","[1583712000000, 22145350491.45419]","[1583712000000, 18839637103.648037]"
"[1583798400000, 200.84687148188746]","[1583798400000, 22001125399.41239]","[1583798400000, 17900321700.644154]"
"[1583884800000, 200.74903854851766]","[1583884800000, 22178131746.591427]","[1583884800000, 10622282127.512653]"
"[1583971200000, 194.21794124025206]","[1583971200000, 21375073649.951973]","[1583971200000, 14699687559.439268]"
"[1584057600000, 110.5978978308351]","[1584057600000, 11956631650.303354]","[1584057600000, 17357843633.111378]"
"[1584144000000, 132.57285770180832]","[1584144000000, 14567054564.19822]","[1584144000000, 24412190319.85676]"
"[1584230400000, 123.030844108903]","[1584230400000, 13505998666.239887]","[1584230400000, 8678897518.712492]"
"[1584316800000, 124.60342553062202]","[1584316800000, 13756072458.523424]","[1584316800000, 10971643911.795376]"
"[1584403200000, 110.99159845334059]","[1584403200000, 12178760413.015514]","[1584403200000, 11161656313.89003]"
"[1584489600000, 117.21704138518466]","[1584489600000, 12991193734.51619]","[1584489600000, 10514054745.732649]"
"[1584576000000, 117.7004246469663]","[1584576000000, 12900856057.87349]","[1584576000000, 9829287702.00789]"
"[1584662400000, 136.81187578973578]","[1584662400000, 15068113354.89011]","[1584662400000, 13910341816.437582]"
"[1584748800000, 131.96469397290025]","[1584748800000, 14451395504.502293]","[1584748800000, 16267979993.668526]"
"[1584835200000, 131.94321845316688]","[1584835200000, 14575207631.098148]","[1584835200000, 12633534610.010733]"
"[1584921600000, 122.5205987665882]","[1584921600000, 13499834314.773163]","[1584921600000, 10177508398.873247]"
"[1585008000000, 135.58865798037067]","[1585008000000, 14944699607.313162]","[1585008000000, 11596650460.730272]"
"[1585094400000, 138.77657127268222]","[1585094400000, 15385255695.77982]","[1585094400000, 12119249137.978954]"
"[1585180800000, 136.23392142176775]","[1585180800000, 15020580578.564753]","[1585180800000, 10616935307.838089]"
"[1585267200000, 138.76693759902926]","[1585267200000, 15277363230.972204]","[1585267200000, 7749490793.658535]"
"[1585353600000, 130.2865618875773]","[1585353600000, 14958737456.74538]","[1585353600000, 10183491264.54011]"
"[1585440000000, 131.42405214081145]","[1585440000000, 14468066254.835968]","[1585440000000, 11067855577.856102]"
"[1585526400000, 125.31887451568916]","[1585526400000, 13819843925.360764]","[1585526400000, 7718875104.828544]"
"[1585612800000, 132.36373895414985]","[1585612800000, 14615131244.892355]","[1585612800000, 8469234427.790874]"
"[1585699200000, 133.2364468438201]","[1585699200000, 14699970260.177477]","[1585699200000, 7869741296.803818]"
"[1585785600000, 136.21638557312852]","[1585785600000, 14896572551.520117]","[1585785600000, 7848601147.336895]"
"[1585872000000, 141.4537053523866]","[1585872000000, 15522802609.007648]","[1585872000000, 13645052823.766476]"
"[1585958400000, 141.26154326644877]","[1585958400000, 15597757554.270603]","[1585958400000, 11621521038.709623]"
"[1586044800000, 144.200802681986]","[1586044800000, 15898519073.894499]","[1586044800000, 9863619646.24454]"
"[1586131200000, 142.8508834648482]","[1586131200000, 15770466064.128725]","[1586131200000, 8271697077.94318]"
"[1586217600000, 169.85504979336824]","[1586217600000, 18679968361.111393]","[1586217600000, 15337221519.354977]"
"[1586304000000, 164.5160197107307]","[1586304000000, 18166748814.85624]","[1586304000000, 16711178690.848326]"
"[1586390400000, 172.80356826747519]","[1586390400000, 19089126835.76443]","[1586390400000, 12116309211.63937]"
"[1586476800000, 170.09510352387568]","[1586476800000, 18787453383.948494]","[1586476800000, 11971791025.372421]"
"[1586563200000, 157.74015800780134]","[1586563200000, 17375118634.991734]","[1586563200000, 14135915530.589357]"
"[1586649600000, 158.32787794181905]","[1586649600000, 17489565908.771362]","[1586649600000, 11128989594.360977]"
"[1586736000000, 158.8638257195104]","[1586736000000, 17790409219.818943]","[1586736000000, 13002801329.50846]"
"[1586822400000, 156.70135879140688]","[1586822400000, 17316641314.145325]","[1586822400000, 13286483792.048328]"
"[1586908800000, 158.26715118298955]","[1586908800000, 17559917949.258163]","[1586908800000, 11468431211.774742]"
"[1586995200000, 153.2228636800284]","[1586995200000, 16933905371.155535]","[1586995200000, 8578826590.313573]"
"[1587081600000, 171.7759907508837]","[1587081600000, 18989526634.23506]","[1587081600000, 17430629608.3789]"
"[1587168000000, 170.445890477055]","[1587168000000, 18844786940.26037]","[1587168000000, 15220772945.895311]"
"[1587254400000, 187.14354411560592]","[1587254400000, 20686869606.075146]","[1587254400000, 14284812698.801844]"
"[1587340800000, 180.05859654051866]","[1587340800000, 19894212517.443478]","[1587340800000, 13763176713.456295]"
"[1587427200000, 170.70405868653958]","[1587427200000, 18894679854.84961]","[1587427200000, 15901061387.704433]"
"[1587513600000, 170.45154288047368]","[1587513600000, 18883297426.60788]","[1587513600000, 12178214643.078756]"
"[1587600000000, 182.2767576620704]","[1587600000000, 20165266729.19022]","[1587600000000, 14853382137.991045]"
"[1587686400000, 184.59370248021838]","[1587686400000, 20371607313.859978]","[1587686400000, 6903118239.477871]"
"[1587772800000, 187.34336861419638]","[1587772800000, 20756708748.58927]","[1587772800000, 13419651870.125168]"
"[1587859200000, 194.11423682570447]","[1587859200000, 21449928671.504494]","[1587859200000, 14452583265.899439]"
"[1587945600000, 197.22990444623989]","[1587945600000, 21798344583.464844]","[1587945600000, 13530756223.951258]"
"[1588032000000, 196.46262535084685]","[1588032000000, 21715118585.744934]","[1588032000000, 17659706480.60195]"
"[1588118400000, 197.15473156634306]","[1588118400000, 21824818237.698734]","[1588118400000, 14644384537.090769]"
"[1588204800000, 215.54817266567386]","[1588204800000, 23796586177.48911]","[1588204800000, 20966892392.04868]"
"[1588291200000, 205.55600541063674]","[1588291200000, 22894189506.373463]","[1588291200000, 23630952297.4432]"
"[1588377600000, 211.96829534904975]","[1588377600000, 23540629181.114624]","[1588377600000, 17137878522.355497]"
"[1588464000000, 213.94301121407548]","[1588464000000, 23700169401.049606]","[1588464000000, 14287655444.044804]"
"[1588550400000, 210.02470947464775]","[1588550400000, 23254687127.813503]","[1588550400000, 16158461349.767452]"
"[1588636800000, 206.8325342346069]","[1588636800000, 22819858077.111965]","[1588636800000, 17901489283.101368]"
"[1588723200000, 205.22517973985205]","[1588723200000, 22740460359.466698]","[1588723200000, 14345915703.711891]"
"[1588809600000, 200.25479450009442]","[1588809600000, 22529347281.111214]","[1588809600000, 18128961143.16994]"
"[1588896000000, 212.29247620086525]","[1588896000000, 23678773321.927563]","[1588896000000, 15142506242.294548]"
"[1588982400000, 211.68904835113835]","[1588982400000, 23476076684.66088]","[1588982400000, 18337241719.88773]"
"[1589068800000, 210.4318181376063]","[1589068800000, 23328821609.133904]","[1589068800000, 15514402336.324596]"
"[1589155200000, 188.13722615896586]","[1589155200000, 20859785783.852856]","[1589155200000, 19756507796.247448]"
"[1589241600000, 185.67471809740294]","[1589241600000, 20616754314.258286]","[1589241600000, 18768379406.38769]"
"[1589328000000, 189.30578181851274]","[1589328000000, 20993946147.950317]","[1589328000000, 13706747451.019007]"
"[1589414400000, 199.36937254304945]","[1589414400000, 22169692740.7452]","[1589414400000, 13403589148.76194]"
"[1589500800000, 203.21124699378416]","[1589500800000, 22562017222.46954]","[1589500800000, 18153298514.018234]"
"[1589587200000, 194.27309778153102]","[1589587200000, 21656663418.09443]","[1589587200000, 13130818660.241241]"
"[1589673600000, 200.58339090310048]","[1589673600000, 22256509489.004852]","[1589673600000, 11676763398.063229]"
"[1589760000000, 206.76889403683904]","[1589760000000, 22938430778.9383]","[1589760000000, 13449821514.26736]"
"[1589846400000, 214.35764164526782]","[1589846400000, 23793534838.638046]","[1589846400000, 13342260442.297512]"
"[1589932800000, 213.68672021176667]","[1589932800000, 23656360817.218487]","[1589932800000, 10220660537.90651]"
"[1590019200000, 209.9207882888633]","[1590019200000, 23303624068.60854]","[1590019200000, 10429639020.80288]"
"[1590105600000, 198.9175157507187]","[1590105600000, 22089212414.442772]","[1590105600000, 8110302356.370864]"
"[1590192000000, 206.22772963994552]","[1590192000000, 22960218146.427925]","[1590192000000, 10636959193.321962]"
"[1590278400000, 206.4112069583191]","[1590278400000, 22943289960.014706]","[1590278400000, 8524288901.148943]"
"[1590364800000, 200.69072858230618]","[1590364800000, 22417907964.48714]","[1590364800000, 10782742329.00735]"
"[1590451200000, 203.81011834234977]","[1590451200000, 22639118588.39778]","[1590451200000, 9317131818.625378]"
"[1590537600000, 200.96361540675866]","[1590537600000, 22325672542.330963]","[1590537600000, 8593529312.403248]"
"[1590624000000, 207.84589389085414]","[1590624000000, 23085068545.910442]","[1590624000000, 8773050350.183073]"
